timestamp,role,org_size,industry,team_focus,storage_environment,orchestration,ai_usage_frequency,ai_helps_with,ai_adoption,modeling_approach,modeling_pain_points,architecture_trend,biggest_bottleneck,team_growth_2026,education_topic,industry_wish,region
10:18.4,Data Engineer,50–199,Tech,"Ingestion / pipelines, Data modeling / transformation, Infrastructure / platform work",Cloud PostgreSQL/MySQL,Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",Using AI for tactical tasks,Kimball-style dimensional modeling,None / modeling is going well,Lakehouse,Lack of leadership direction,Grow,Architecture patterns,,Latin America
04:14.0,Analytics Engineer,"1,000–10,000",Public sector / Education,"Data modeling / transformation, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Mixed (depends on use case),"Hard to maintain over time, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Stay the same,Data modeling,,Latin America
37:20.1,Data Engineer,200–999,Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Mixed (depends on use case),Lack of clear ownership,Centralized warehouse,Compute costs,Grow,AI/LLM integration,,Asia–Pacific
46:03.5,Data Engineer,"10,000+",Finance,"Data modeling / transformation, Data quality / reliability, Infrastructure / platform work",Mixed/hybrid,"Watson Orchestrate, Airflow",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",AI embedded in most workflows,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Event-driven architecture,Data quality,Shrink,AI/LLM integration,Clear understanding of business and technical requirements.,United States / Canada
32:03.4,Analytics Engineer,< 50 employees,Healthcare,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),None / modeling is going well,Centralized warehouse,Legacy / technical debt,Grow,AI/LLM integration,,United States / Canada
32:18.0,Data Engineer,< 50 employees,Tech,"Ingestion / pipelines, Data modeling / transformation, ML / AI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Weekly,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Experimenting,Kimball-style dimensional modeling,None / modeling is going well,Lakehouse,Compute costs,Stay the same,Architecture patterns,,United States / Canada
33:07.0,Data Architect,"10,000+",Manufacturing / Industrial,"Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",cron,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",No meaningful adoption yet,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Talent / hiring,Shrink,Reliability engineering,,Europe (EU / UK)
35:06.4,Analytics Engineer,200–999,Public sector / Education,Data modeling / transformation,Mixed/hybrid,Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",AI embedded in most workflows,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Shrink,Reliability engineering,,Europe (EU / UK)
37:26.8,Data Architect,< 50 employees,Tech,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Talend Cloud,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",Building internal AI platforms,Data Vault,"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Virtual Warehouse,Lack of leadership direction,Grow,Data modeling,Hire & Listen to Experts,United States / Canada
37:38.8,Manager / Director / VP,50–199,Tech,"Data modeling / transformation, ML / AI",snowflake + iceberg w/ glue,argo workflows ,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Governance / quality checks",AI embedded in most workflows,Kimball-style dimensional modeling,"Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Legacy / technical debt,Grow,Semantics / ontologies / knowledge graphs,,United States / Canada
38:47.5,Manager / Director / VP,"1,000–10,000",Tech,"Ingestion / pipelines, Data modeling / transformation, Analytics / BI, ML / AI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Rarely,"Writing Code (SQL, Python, etc)",Building internal AI platforms,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Stay the same,Architecture patterns,,United States / Canada
39:08.9,Data Engineer,"10,000+",Manufacturing / Industrial,"Ingestion / pipelines, Fighting fires",Mixed/hybrid,Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Ad-hoc / tables added as needed,Hard to maintain over time,Lakehouse,Legacy / technical debt,Shrink,Architecture patterns,,Europe (EU / UK)
39:25.1,Data Engineer,< 50 employees,Public sector / Education,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",AI embedded in most workflows,Kimball-style dimensional modeling,None / modeling is going well,Centralized warehouse,Talent / hiring,Stay the same,Semantics / ontologies / knowledge graphs,,United States / Canada
39:46.2,Data Engineer,200–999,Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Infrastructure / platform work, Fighting fires","S3 (parquet, csv, whatever) + Amazon Athena",Airflow,Multiple times per day,"Documentation / data discovery, Architecture design",Building internal AI platforms,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Lakehouse,"""startup culture""",Shrink,Career growth / leadership,,United States / Canada
39:57.1,Data Engineer,200–999,Tech,"Infrastructure / platform work, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Kimball-style dimensional modeling,Pressure to “move fast”,Lakehouse,Poor requirements / upstream issues,Grow,Architecture patterns,,Europe (EU / UK)
40:59.5,Analytics Engineer,200–999,Retail/e-commerce,"Data modeling / transformation, Data quality / reliability, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,One Big Table,Pressure to “move fast”,Lakehouse,Data quality,Shrink,Data modeling,,Europe (EU / UK)
41:26.5,Data Engineer,50–199,Public sector / Education,"Ingestion / pipelines, Data modeling / transformation, Infrastructure / platform work, Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",Using AI for tactical tasks,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Data mesh / federated ownership,Lack of leadership direction,Stay the same,AI/LLM integration,,United States / Canada
43:47.6,Data Engineer,200–999,Tech,"Data modeling / transformation, Data quality / reliability",Mixed/hybrid,No orchestration / ad-hoc,Weekly,"Pipeline debugging, Architecture design",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Hard to maintain over time, Tools don’t support good modeling",Data mesh / federated ownership,Legacy / technical debt,Stay the same,Architecture patterns,How valuable DE is and how - in the age of information - it can basically make or break a company. Arguably most important/impactful org in a company,United States / Canada
44:39.8,Data Architect,200–999,Finance,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Architecture design, Governance / quality checks",AI embedded in most workflows,Data Vault,"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling",Lakehouse,Poor requirements / upstream issues,Stay the same,Semantics / ontologies / knowledge graphs,,United States / Canada
44:44.4,Manager / Director / VP,"1,000–10,000",Tech,"Ingestion / pipelines, Data modeling / transformation","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling",Building internal AI platforms,Mixed (depends on use case),Pressure to “move fast”,Lakehouse,Legacy / technical debt,Stay the same,AI/LLM integration,,United States / Canada
45:04.7,Data Engineer,"1,000–10,000",Tech,"Ingestion / pipelines, Data quality / reliability, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Governance / quality checks",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Lakehouse,Lack of leadership direction,Stay the same,Semantics / ontologies / knowledge graphs,"vendors currently build ""own"" semantics layer into their plattforms. They at least should provide an interface to ingest and maintain ""own Knowledge"" (own KG, Ontologies) into their proprieatary semantic tier.",Europe (EU / UK)
45:29.9,Analytics Engineer,50–199,Healthcare,"Data modeling / transformation, Data quality / reliability, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Github Actions,Rarely,Pipeline debugging,Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Stay the same,Architecture patterns,,Asia–Pacific
46:22.8,Data Architect,"10,000+",Manufacturing / Industrial,"Ingestion / pipelines, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",Experimenting,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Grow,AI/LLM integration,If the underlying data/systems are poor then no engineering effort can 100% fix that. Invest in the foundations.,Europe (EU / UK)
50:32.1,Analytics Engineer,"1,000–10,000",Finance,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",alteryx,Never,I don't find AI helpful,No meaningful adoption yet,1 table per report,Tools don’t support good modeling,Lakehouse,Legacy / technical debt,Stay the same,Architecture patterns,,United States / Canada
52:54.5,Data Engineer,"10,000+",Finance,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Stay the same,Streaming / event-driven systems,"Without engineering, all of the data people clamor over would be utterly unusable and unreliable. ",United States / Canada
55:31.2,Data Architect,"1,000–10,000",Retail/e-commerce,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",orchestra,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Data mesh / federated ownership,Talent / hiring,Stay the same,Data modeling,,Europe (EU / UK)
